TEA,SLN,hel_bphigh,hel_castthma,hel_checkup,hel_fruitsveggies,hel_le,hel_mhlth,hel_obesity,hel_perpri,hel_perpub,hel_prtopu,hel_pharmacap,hel_phlth,hel_sleep,hel_stroke,hel_perins,hel_perunin,hel_clincap,hel_groccap,hel_bphigh_sd,hel_castthma_sd,hel_checkup_sd,hel_fruitsveggies_sd,hel_le_sd,hel_mhlth_sd,hel_obesity_sd,hel_perpri_sd,hel_perpub_sd,hel_prtopu_sd,hel_pharmacap_sd,hel_phlth_sd,hel_sleep_sd,hel_stroke_sd,hel_perins_sd,hel_perunin_sd,hel_clincap_sd,hel_groccap_sd
275,275,3169.11394523361,884.867562486723,6326.92084855333,353.379427485,76.682663253,1597.46420367466,3671.69022080746,0.440162777177975,0.318245992857736,1.38308977035491,1.38830683130419,1555.64033818545,3472.3042210107,315.002962872003,0.730254962212441,0.269551255432827,0.694153415652094,1.52713751443461,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,4
190,190,3135.3300763017,895.664548591011,6273.99008060621,352.885025951,77.8166936851,1651.90203577383,3709.72437128623,0.412372038241301,0.319788495031889,1.28951492829716,1.88488106032976,1596.46540372431,3500.20812671887,314.470237866554,0.706749865303412,0.293049656053829,0.376976212065951,1.25658737355317,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,3,2,3
192,192,3423.37850870328,931.326682836563,6495.85051919285,341.80707691,75.1559919183,1610.12541731908,3801.83439706029,0.414052908411843,0.348311557399294,1.18874295043039,2.07634250263639,1594.99284970203,3588.03161801765,368.098073967251,0.736711510875044,0.263430646557852,0.648857032073871,1.81679968980684,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,4
197,197,3336.91788231601,912.554016630502,6473.27270780706,345.072383151,74.6167562689,1567.19097415891,3720.849964039,0.440447948132322,0.328372504236352,1.34130581108369,2.3672586110269,1538.11876666098,3539.01913908963,346.881919201332,0.742695056361895,0.257378619317763,0.739768315945906,1.77544395827017,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,4
204,204,3186.69726832172,884.383750296937,6360.79737122894,353.668401965,75.938063819,1570.38558717342,3656.99609494075,0.451230952922447,0.313551853536502,1.43909515390544,2.70862938261605,1529.79241217319,3468.58889556123,315.86279054313,0.737335114851035,0.262352171935411,0.99791608833223,1.71071329428382,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4
239,239,3188.83407934604,905.637446460027,6311.34704919873,348.448438954,78.0316927779,1654.834812705,3737.99295598851,0.410866327279194,0.324500366805238,1.26615057888607,1.33736221106472,1610.2509362969,3522.3659687914,326.959545200976,0.711079741235578,0.288697952559856,0.11144685092206,1.1144685092206,2,2,2,2,3,2,2,2,2,2,1,2,2,2,1,3,1,2
211,211,3280.34619016138,906.880932823723,6409.7386484213,343.659539406,76.0945237982,1603.70783550147,3713.82910434556,0.429199964083685,0.319403789171231,1.34375351399978,2.34151763278438,1568.81677355995,3513.15759799695,339.876010044136,0.720014366525995,0.279644428481638,1.08070044590048,1.44093392786731,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,4
229,229,3293.02616320991,911.573178291395,6401.35381766502,351.892401943,76.5850379676,1615.22929784483,3748.85816573641,0.417415958792698,0.338649918669799,1.23258839226151,1.92738848179207,1589.07755827193,3536.9247185855,341.418699328108,0.729610970540394,0.270501988071571,0.45350317218637,1.92738848179207,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4
171,171,2574.38154599909,796.27336921471,6483.56219054619,462.489681819,81.3909249164,1074.84173277065,2692.41433833458,0.767733972264576,0.181133376896827,4.23850085178876,1.99975471750362,900.839432916454,2891.14118805447,199.391861964683,0.889530240325274,0.110288245117258,0.363591766818841,1.45436706727536,4,4,2,4,4,4,4,4,0,4,2,4,0,0,4,0,2,4
125,125,3269.05378977099,913.35540730491,6534.97105268063,387.5663089,78.3465891846,1510.03824617926,3425.45022141047,0.486436589941339,0.286871333710508,1.69566119991696,1.6334320154637,1450.1115545767,3402.97140683759,331.029100824911,0.725828544203913,0.274111901855105,0.125648616574131,0.753891699444786,2,2,2,2,3,2,2,2,1,2,1,2,2,2,2,2,1,1
147,147,3326.39862401546,921.407886805376,6545.08338005345,380.466117968,78.2811737837,1536.44289339863,3472.90959719772,0.457804457285516,0.309555533738201,1.47890897557881,1.21646620743018,1491.85827617992,3425.36173761416,343.700437378488,0.716096999957924,0.283804821947012,0.221175674078215,0.44235134815643,2,2,2,2,3,2,2,2,2,2,1,2,2,2,1,3,1,0
153,153,3144.41316410801,831.398619069065,6782.9114790428,446.837997281,79.8371113676,1127.30956653503,2862.82160509406,0.719918810436052,0.221378398102536,3.25198310497579,2.28311432762179,1102.24526792703,2951.588188299,279.507765658474,0.857074438970991,0.142971173143587,0,1.1415571638109,2,3,3,4,4,4,4,4,0,4,2,4,0,1,4,0,0,2
159,159,2787.64139455286,846.568405581348,6483.8367134154,441.418319243,81.4764092199,1263.44598246819,2963.50092123823,0.658032233986675,0.244560860310176,2.69066862601029,4.01986877704247,1062.85451826089,3159.09384779538,237.922357700759,0.831476515633207,0.168509661902524,0.970313153079218,1.24754548253042,3,3,2,4,4,4,4,4,0,4,4,4,1,0,4,0,3,3
166,166,3435.98603426509,969.89114147437,6590.60116522373,376.502902686,77.9774214428,1626.26667159821,3637.04297071073,0.448922806780577,0.332680488957925,1.34941128704832,0.885773816276215,1563.85276618904,3547.11018849078,365.507180362725,0.730951576956845,0.268926858918079,0.196838625839159,0.688935190437056,2,2,2,2,3,2,2,2,2,2,0,2,2,2,2,2,1,1
198,198,3197.18538081235,896.628184636999,6559.59907393424,401.331231688,78.5514200042,1438.49182501025,3305.54459365415,0.533159769799945,0.274955467251302,1.93907680807326,2.29678723364245,1361.19492000868,3327.76012657463,312.032037041506,0.753751027678816,0.246163332419841,0.164056230974461,1.14839361682123,2,2,2,3,3,2,3,3,1,2,2,2,2,1,2,2,1,2
199,199,3272.77892223131,905.348363706565,6608.89045847503,408.877109965,78.4551924281,1438.50567593483,3350.35578472902,0.555451903412149,0.26979656273546,2.05878050402287,2.15460632790329,1388.90240284141,3317.48793504857,324.213048462002,0.767805245595781,0.232087115639912,0.153900451993092,0.923402711958552,2,2,2,3,3,2,2,3,1,3,2,2,2,2,2,2,1,2
250,250,4990.44538090001,1216.71047609244,7437.85306375111,267.407405212,70.5183700615,1849.64533358215,4671.85413316442,0.286060844479413,0.490099659061107,0.583678929765886,1.53622406635581,2017.91483161685,4236.31289079972,702.709091525311,0.749366203339453,0.250458956202465,0.219460580907972,0.658381742723917,0,0,4,0,0,0,0,0,4,0,1,0,4,4,2,2,1,1
172,172,3458.42432428392,963.352064838209,6529.84535280033,352.242941369,77.148379413,1665.73368833682,3855.73441602884,0.410825166454702,0.356088376848458,1.15371686683707,1.76023534091546,1629.82044668557,3631.32119278709,372.190867616012,0.737026508067131,0.262848806762924,0.377193287339026,1.25731095779675,2,2,2,2,2,1,2,2,2,1,1,1,2,2,2,2,2,3
183,183,4666.35104726461,1150.10231436018,7383.74377913299,333.007527834,72.696408159,1678.88720831283,4381.44485832832,0.3827202159973,0.451527168410395,0.847612818835841,1.49969916521612,1768.81327450303,4043.258805774,593.706767526289,0.777442625717178,0.222473000337496,0.428485475776035,0.428485475776035,0,0,4,1,0,1,0,1,4,1,1,1,4,4,3,1,2,0
210,210,3224.17900463847,945.180499946754,6383.78208195419,367.966899937,77.5562781516,1693.92025172273,3774.99628759927,0.412803447081907,0.325549186319394,1.26802174426849,0.773432176974268,1596.90809206553,3606.94354423539,328.782831844786,0.708036779132844,0.291693917593198,0.193358044243567,0.773432176974268,2,2,2,2,2,1,2,2,2,2,0,2,2,2,1,3,1,1
213,213,4598.99445075918,1151.46529451459,7444.59805310485,361.891967669,74.223229613,1625.04366504284,4346.68482593074,0.418033668006794,0.435899640960592,0.95901356350185,1.08294263087856,1664.85163808585,4035.22468942052,541.732045731553,0.794358566422291,0.205641433577709,0.433177052351424,0.216588526175712,0,0,4,2,1,2,0,2,4,1,1,1,4,4,3,1,2,0
215,215,4845.470158259,1181.67115980367,7491.21382077088,310.669753993,71.3451272533,1699.49940326382,4497.06780532675,0.381609678011914,0.460938935103787,0.827896384856248,1.31963991421965,1819.2232856877,4118.04041553664,627.5792266212,0.790143543181043,0.209646521636445,0.263927982843931,0.527855965687861,0,0,4,0,0,1,0,1,4,1,1,0,4,4,3,1,1,0
277,277,3407.20843562925,973.535655447717,6477.81740062682,360.113640599,77.2684142031,1635.73146800993,3784.63340835531,0.42990188646553,0.329752442009053,1.30371100164204,1.52341341199422,1559.61271008353,3619.70142436353,362.940375117097,0.725022200082303,0.274652920664486,0.435260974855491,0.435260974855491,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,0
219,219,4356.93435947235,1120.65051456737,7288.30460882481,353.475310668,74.7913990774,1625.66424785313,4220.16411972021,0.415893988564364,0.424721835883171,0.979214990676309,1.17734855264741,1623.39062464493,3963.95309713918,503.390369482651,0.786895379384948,0.212950084994591,0.196224758774568,0.392449517549136,0,0,4,2,1,2,0,2,4,1,1,1,4,4,3,1,1,0
225,225,3806.27673605623,1026.678325309,6858.85574203637,347.065078644,76.7342357555,1629.67523156656,3981.21424593953,0.423346891142803,0.368600799739141,1.14852407114256,1.5615086048503,1593.76361421653,3761.79606633112,419.227784728195,0.754964046062229,0.244606909334294,0.347001912188956,0.694003824377912,1,1,3,2,2,2,1,2,3,1,1,2,3,3,2,2,2,1
274,274,3153.72907538571,935.627235778939,6295.34107032991,352.182643131,77.4811565076,1729.69769725752,3785.12849904763,0.39844871547642,0.325319791733625,1.22479088454192,0.645631740070138,1623.96831065351,3602.27557595193,319.438024077792,0.6972423989201,0.302736174498082,0.215210580023379,0.860842320093517,2,2,2,2,2,1,2,1,2,2,0,1,2,2,1,3,1,2
236,236,3116.72575642836,953.224939196023,6279.28074181453,347.002710507,76.5422091258,1768.22792288811,3805.80763845405,0.388770316860942,0.338819569857166,1.14742580254391,0.802903508090674,1618.59246688329,3633.94850924182,312.347759089538,0.707026760794615,0.292932195041865,0.401451754045337,0.802903508090674,2,2,2,2,2,1,2,1,2,1,0,1,2,2,1,3,2,1
164,164,3102.73271158121,904.890186364117,6235.75614155581,348.471794837,77.9146902108,1693.54985627183,3743.64679351438,0.394559474510924,0.325660431243753,1.21156713145663,1.71701713242669,1614.81514570581,3537.89617661359,310.65477110112,0.695473368556333,0.304369555904612,0.572339044142231,1.14467808828446,2,2,2,2,3,1,2,1,2,2,1,2,2,1,1,3,2,2
287,287,3103.47110894405,916.143021342195,6238.85824498729,343.806639954,78.1852933233,1714.08085536381,3756.27793142652,0.396334745433949,0.326179724717968,1.2150808753568,1.08781558717925,1622.43635830405,3562.45220186786,312.002535037078,0.697081141473861,0.302670577099142,0.310804453479786,0.932413360439359,2,2,2,2,3,1,2,1,2,2,1,1,2,1,1,3,1,2
114,114,4775.91694398049,1166.44045484941,7235.93286325998,274.811961541,71.677891968,1841.15467580805,4567.6548936539,0.274030189616333,0.47604519573585,0.575639019300991,1.42356047952862,2015.36195147078,4146.61295665734,671.343403081177,0.722759281267184,0.277134292353265,0.177945059941077,0.711780239764309,0,0,4,0,0,0,0,0,4,0,1,0,4,4,2,2,1,1
115,115,4073.62372085529,1046.03380057871,6821.29410026343,297.775657095,73.5955075364,1753.15029838829,4208.7508760395,0.31994005542046,0.421874116382967,0.758378016085791,1.99572288365087,1826.04137249488,3885.57078292188,517.594146094838,0.717595996154499,0.282418141718034,0.570206538185962,1.28296471091841,0,1,3,0,0,1,0,0,4,1,2,0,3,4,1,3,2,3
118,118,5013.88878059685,1224.28689353032,7414.20766927845,260.999195647,70.678480164,1896.22035577973,4735.43398674381,0.265443371887411,0.492564570832246,0.53890065913371,1.74251064179846,2062.27186131431,4274.06224801055,717.635556223405,0.739049772443981,0.260747311360408,0,0.871255320899232,0,0,4,0,0,0,0,0,4,0,1,0,4,4,2,2,0,2
6,6,2806.81579119894,737.027517680463,6063.24972810716,479.981196471,80.8750880899,1030.4265635646,2535.81037702382,0.720151317785193,0.249549437019325,2.88580622095102,8.74509691861764,973.264479052801,2661.92386745401,247.463128067244,0.870041576702771,0.129833514748131,1.42777092548859,1.60624229117467,3,4,1,4,4,4,4,4,0,4,4,4,0,0,4,0,4,4
15,15,3016.06108947918,946.833616481922,6019.08197419881,340.982684262,75.2208118804,1744.42293468725,3641.05378181684,0.319370668285526,0.389082814792331,0.820829541021974,0.858342922414078,1554.17866016668,3492.53453979351,301.971419594413,0.690038953811909,0.309809278089746,0.429171461207039,0.429171461207039,3,2,1,1,1,1,2,0,3,1,0,2,2,1,0,4,2,0
380,380,3997.84064981218,893.120224760922,6120.49475800354,335.322913873,75.1377060706,1227.39999129211,3506.28819154241,0.417088607594937,0.421392405063291,0.989786722739561,2.5340494941974,1379.93189618475,3221.37543576685,494.018678982793,0.799367088607595,0.200506329113924,1.2670247470987,0,0,2,1,1,1,4,2,2,4,1,2,2,1,4,3,1,4,0
23,23,4237.29332026159,1157.2287610105,7141.55623098495,311.814233377,75.7774151925,1709.70608496186,4293.74218446446,0.406480838030525,0.430159833217512,0.944953030575001,3.87160206222998,1631.26860148702,4028.22785872479,478.423030829246,0.782976861503616,0.217151828687617,0.516213608297331,0.774320412445996,0,0,4,0,2,1,0,2,4,1,3,1,4,4,3,1,2,1
32,32,4025.75042799908,1066.85483795469,6854.23863552674,304.293672728,70.8972608759,1709.26707815712,4143.02862005603,0.376771833561957,0.382761774119799,0.98435073467925,6.22689074213411,1710.2865570848,3895.79598702418,500.869391055814,0.738797439414723,0.260859625057156,3.45938374563006,1.38375349825202,0,1,3,0,0,1,1,1,3,1,4,1,3,4,2,2,4,3
24,24,2116.72083401909,731.510285995063,5693.92833280752,448.634142404,79.8411628165,1063.47582691047,2548.24714279396,0.741026294133783,0.177847878051648,4.16662994381404,4.42222262728668,805.406284966921,2799.59687819247,161.42098237178,0.871634860300168,0.128208393745836,0.884444525457336,1.86716066485437,4,4,0,4,4,4,4,4,0,4,4,4,0,0,4,0,3,4
22,22,2841.3786364393,871.096392005107,6348.08645883661,395.017049952,78.945483775,1394.9577385744,3264.6058595842,0.565796916472073,0.249263927364497,2.26987082509019,2.47301024162743,1232.55855592739,3279.58281724687,262.815931168202,0.785893512408082,0.213917936966075,0.727355953419833,1.45471190683967,3,3,2,3,3,3,3,3,0,3,2,3,2,1,3,1,2,4
12,12,3705.20470370424,986.964291542484,6629.95196317981,332.76636195,74.3726853093,1709.96899723854,3982.07195376371,0.378726536621274,0.353484235063182,1.07140997830803,3.68277273524482,1726.40309260923,3704.11835648727,433.477975604957,0.704361428045639,0.295485216537848,2.76207955143361,1.22759091174827,1,2,2,1,1,1,1,1,2,1,3,1,3,3,1,3,4,3
2,2,3489.2536068857,937.459168512241,6568.27695342272,341.691234942,74.0701875109,1576.69128267489,3804.80446146126,0.429722068584071,0.337423949115044,1.27353754738244,2.25797498121132,1554.48212546603,3613.34510266899,378.908628786406,0.740787472345133,0.258970547566372,0.694761532680405,1.73690383170101,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,4
18,18,3183.43177619701,886.985708503274,6335.41517092812,356.775519482,76.7091412269,1597.67510882437,3680.0086923772,0.439081296019869,0.321483674314171,1.36579655858598,2.13831005905123,1559.94494513246,3475.57510918055,317.664306927059,0.732730397260446,0.267106534037456,0.628914723250361,1.63517828045094,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4
1,1,3428.16766370087,963.022583241768,6615.43394186039,386.699737886,77.9568722679,1591.59788893423,3605.621049814,0.488418947337461,0.314534037265254,1.55283336450346,1.32474343776891,1532.27323244389,3515.14962750097,360.329670909386,0.749834556390535,0.250091913116369,0.110395286480743,0.772767005365198,2,2,2,2,3,2,2,2,2,2,1,2,2,2,2,2,1,1
8,8,3618.50201185111,1000.47912846744,6693.80237502388,348.413841475,77.3114279679,1634.1102803575,3891.05366618401,0.428510340538019,0.342170735499922,1.2523290161327,2.1442077595578,1591.30314318318,3698.86969425882,391.872375702694,0.735461048048515,0.264208521225315,0.389855956283236,0.779711912566472,2,1,3,2,2,2,1,2,2,2,2,2,3,2,2,2,2,1
5,5,3177.82332802495,940.705896502117,6329.15997006703,357.734360164,77.3118800564,1720.41815476205,3784.84480211896,0.404819702520192,0.3245575318886,1.24729720541239,0.665616258202798,1613.99504754133,3608.38238966095,322.336256332889,0.701880213620515,0.297921172264642,0.221872086067599,0.887488344270397,2,2,2,2,2,1,2,2,2,2,0,2,2,2,1,3,1,2
60,60,4381.47999661466,1105.29901413485,7033.32578252104,298.873492928,73.048871497,1781.06845112049,4342.13663408786,0.314070169849843,0.450022443926384,0.6978989027961,1.61465412512377,1880.82965107744,3991.35352825206,581.964883211203,0.731324481255702,0.268762398459333,0.29357347729523,1.02750717053331,0,0,4,0,0,1,0,0,4,0,1,0,4,4,2,2,1,2
44,44,2980.43385210997,844.348809871745,6379.96852094384,485.385788132,81.9660934778,1425.52943166629,3259.71582499086,0.509764225311739,0.241221155224308,2.11326500297089,1.61546884227164,1328.28392831828,3220.88280385328,260.759142538609,0.692883760928766,0.306919162964025,0.179496538030182,0.897482690150909,3,3,2,4,4,2,3,2,0,3,1,3,1,1,1,3,1,2
54,54,2136.80003488295,528.344476039091,4628.56269954449,483.148671706,81.5138639175,693.668070782957,1840.22362258409,0.738624663176112,0.204372686047276,3.6141065494694,2.41546453377211,707.336848920034,1916.94419760559,181.980973300189,0.856507547045808,0.143120029793853,0.439175369776747,0.878350739553494,4,4,0,4,4,4,4,4,0,4,2,4,0,0,4,0,2,2
56,56,2744.28019188447,788.44821359063,6420.94636688268,505.026028816,81.7278923665,1095.67090132938,2729.61931607624,0.680362639837826,0.212103010736542,3.20769911504425,2.25128280454251,950.297967135016,2931.33114956854,220.690508713516,0.816146107065095,0.183760042045199,0,0.938034501892711,4,4,2,4,4,4,4,4,0,4,2,4,0,0,4,0,0,2
83,83,2765.5702740386,809.601430117635,6195.27745227502,430.8877104,80.3813558141,1217.71560170223,2862.44345793458,0.644755193868022,0.25704340654676,2.50835142021327,5.98680373035596,1055.00983348127,3022.50708957365,244.347929906196,0.826034225558803,0.174002158805623,0.977437343731586,1.46615601559738,4,3,2,4,4,4,4,4,0,4,4,4,0,0,4,0,3,4
46,46,3416.78455897227,998.663658332514,6260.55485319038,336.443518351,74.8014515853,1762.01729728443,3918.32844942268,0.34993894993895,0.378021978021978,0.925710594315245,1.38061662997862,1656.84091621926,3666.08426473198,371.112085004883,0.701190476190476,0.298443223443223,0.306803695550804,0.76700923887701,2,2,2,1,1,1,1,1,3,1,1,1,2,2,1,3,1,1
45,45,3609.16378831954,1038.60698417944,6538.68081809764,292.739504241,75.3580273317,1850.58301132665,4105.48482557506,0.286706616118381,0.398752598752599,0.719008771391768,0.734819848021692,1774.63008307819,3852.14642370063,416.557506829881,0.666014430720313,0.333887733887734,0,1.22469974670282,2,1,2,0,2,0,1,0,3,0,0,0,3,2,0,4,0,3
52,52,3516.13307602939,997.885197584913,6544.4671140758,326.629518596,75.2328789773,1739.70836776902,3970.20418310769,0.354686811883871,0.35077407771266,1.0111545704766,1.86598588141541,1665.8431863497,3788.53420369528,381.106781447495,0.681611843219621,0.318167959619228,0.169635080128673,1.35708064102939,2,2,2,1,1,1,1,1,2,1,2,1,3,2,0,4,1,3
352,352,3095.04113305915,937.386099062455,5781.51974445292,336.357718979,74.2565333899,1673.8444284893,3623.33023191819,0.337872965641953,0.37419002411091,0.902944877926,1.89102965590992,1541.643786959,3423.37389312168,332.398300038999,0.686577004219409,0.313196955997589,0.378205931181984,0.378205931181984,2,2,0,1,1,1,2,1,3,1,2,2,2,2,0,4,2,0
42,42,4374.79140445736,1124.25248567139,7300.3085598588,353.571793099,74.7495287896,1627.85277120112,4231.16350289902,0.414877982751286,0.426712302277913,0.972266279965559,1.17832946711006,1626.80674588238,3972.13691243131,506.472134588731,0.787659047840043,0.212302277913138,0.196388244518344,0.392776489036687,0,0,4,2,1,2,0,2,4,1,1,1,4,4,3,1,1,0
58,58,2184.59268532317,757.180314701376,5857.50488564744,446.630012996,79.7264425107,1100.01791920115,2626.93616503367,0.734384755025789,0.18017922833844,4.07585692201077,4.23873909995017,836.730798037483,2871.36943152899,167.837614039102,0.870381220404753,0.129465100419736,0.867014815898899,1.7340296317978,4,4,0,4,4,4,4,4,0,4,4,4,0,0,4,0,3,4
49,49,3251.9484879385,899.019664949286,6391.14358859638,357.231391004,76.3372300285,1588.6796968405,3703.91162257708,0.433793267515166,0.32869037706673,1.3197626026852,2.62520761450452,1558.44589283181,3503.85232220283,330.177567894899,0.734173902700131,0.26588557154752,0.596638094205572,1.90924190145783,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4
163,163,4327.37960966223,1085.0200094046,6992.13478446094,288.566794192,71.1788542513,1746.25254602661,4327.36724369849,0.313895342963936,0.413551873926659,0.759022900763359,1.77314134743248,1837.4519676605,4007.07768692016,569.219828443875,0.706359228204869,0.293388221032428,1.01322362710427,0.759917720328205,0,0,4,0,0,1,0,0,4,1,1,0,4,4,1,3,3,1
178,178,4815.90512516209,1179.41814039488,7324.3414707431,281.675216449,71.4311055056,1814.01888200986,4551.33982377416,0.302060974451515,0.472637477443252,0.63909653564826,1.72404709806082,1968.81845616105,4149.41128115894,669.063043778558,0.743033526450755,0.256757526830658,0.383121577346849,0.766243154693697,0,0,4,0,0,0,0,0,4,0,1,0,4,4,2,2,2,1
185,185,4957.66685562204,1199.51180701902,7343.45346591019,267.206558037,70.8591385669,1884.58363784232,4705.33053113701,0.269430877043958,0.484789764281164,0.555768493675738,1.3280056359283,2067.81779229245,4235.92227967366,713.719678216993,0.73139201528987,0.268183266086218,0,0.265601127185661,0,0,4,0,0,0,0,0,4,0,1,0,4,4,2,2,0,0
189,189,4510.61961399731,1126.50237139814,7153.08418264576,313.991449376,72.8536299503,1764.80541937038,4384.52639369239,0.329776464926401,0.454737051726713,0.725202539960587,1.68424267848157,1866.71251839211,4022.38504816726,596.043651593878,0.743540384009028,0.256243880582154,0.505272803544472,0.67369707139263,0,0,4,1,0,1,0,0,4,0,1,0,4,4,2,2,2,1
191,191,4983.51443062837,1237.63658844999,7435.47443693943,258.520113297,70.4395373785,1901.95085552502,4738.88913482578,0.263813911421384,0.496424634690936,0.531427920746983,1.98960741330706,2033.09229896774,4298.22745595185,701.370703246379,0.741669257511093,0.258189423701987,0,1.13691852188975,0,0,4,0,0,0,0,0,4,0,2,0,4,4,2,2,0,2
121,121,3941.84119008112,1043.25239056315,6935.08719173294,348.029528533,76.1624397512,1638.65075843776,4037.064093954,0.413905079100749,0.386494587843464,1.07092076349692,1.68928028497256,1625.46582415605,3797.73654027188,448.762139608796,0.759916736053289,0.239800166527893,0.506784085491769,0.506784085491769,1,1,3,2,2,2,1,2,3,1,1,1,3,3,2,2,2,0
133,133,3879.76468366036,1025.45969009682,6799.01967441079,341.481289719,75.7445727514,1686.13076526138,4043.2106530192,0.382928314273613,0.399446738670055,0.958646741111369,1.87577631845159,1705.86620196822,3775.87827025656,456.879685834748,0.746240999576451,0.253719292672596,0.401952068239626,1.07187218197234,1,1,3,2,2,1,1,1,3,1,2,1,3,3,2,2,2,2
205,205,4117.40773092226,1058.11677873129,6906.75165334436,317.957979681,74.148780211,1721.22627135789,4177.99030546664,0.347606361064572,0.426048504490648,0.815884476534296,1.39157173440167,1783.96272607382,3875.10847073643,515.808419189675,0.738910708890659,0.260938229558626,0.4174715203205,0.834943040640999,0,1,3,1,1,1,1,1,4,1,1,0,3,4,2,2,2,2
233,233,2257.3580310104,660.337221081725,5322.24293390118,482.156737073,81.7946175744,932.838103250115,2313.89916452336,0.685626308232567,0.193142698981092,3.54984326018809,2.59500142241956,800.512588550817,2481.54702286497,183.265462172622,0.813621187745429,0.186067431279949,0.173000094827971,0.865000474139855,4,4,0,4,4,4,4,4,0,4,2,4,0,0,4,0,1,2
120,120,2843.25821388052,837.636902741582,6016.37117205379,407.615240527,78.2376001616,1515.61608207934,3334.77306621922,0.415950668739217,0.253335155355892,1.64189872564224,1.54207857938098,1390.16872491662,3286.3861228743,259.681318402229,0.630869617204448,0.368925405257674,0.514026193126995,1.02805238625399,3,3,1,3,3,2,3,2,0,2,1,2,2,1,0,4,2,2
135,135,2445.00159237472,647.150576490833,5216.16799353636,459.486877509,80.616457196,989.084626154585,2402.76596582195,0.612555232673859,0.234524899486485,2.61189849783587,2.19817916192165,966.19568855399,2436.3874293041,218.536385022733,0.774013773337049,0.225747382667887,0.599503407796813,0.799337877062418,4,4,0,4,4,4,4,4,0,4,2,4,0,0,3,1,2,1
148,148,1932.40099016385,482.516358229283,4268.28753309974,482.663242194,81.7760743482,613.764373565432,1645.57931069669,0.754813977708347,0.195971548228412,3.85165083672546,2.66314847276059,617.083682176478,1745.16704546567,163.8699676627,0.864743291453389,0.134835693234949,0.443858078793432,0.665787118190148,4,4,0,4,4,4,4,4,0,4,2,4,0,0,4,0,2,1
182,182,2111.18736730322,573.109722203528,4467.58771493573,413.93461622,78.6285796859,922.097329711113,2172.35174579664,0.566911271094238,0.243593601703743,2.32728309417467,2.56161767424604,887.905887743654,2196.58195688387,193.89311041054,0.749623833885044,0.250144679274983,0.698623002067103,0.931497336089471,4,4,0,3,3,4,4,3,0,3,2,4,0,0,2,2,2,2
193,193,3095.2940659569,716.267459048711,6756.13955061757,534.966938776,82.4992084252,797.039734901577,2309.70480533516,0.875594671741199,0.217798525214082,4.020204778157,2.67563303729307,853.129941960525,2435.26542474134,245.681354221785,0.955786156041865,0.0439165080875357,0,1.48646279849615,2,4,3,4,4,4,4,4,0,4,2,4,0,0,4,0,0,4
224,224,3040.84850755729,821.158814459665,6579.69449308514,505.383694378,82.4897047283,1257.85689382862,3034.89005592731,0.616467086124078,0.232843966353201,2.64755447941889,2.0323871708058,1204.94109619296,3046.22527819114,258.540199682024,0.770583857655098,0.229100421712559,0.2258207967562,1.129103983781,3,3,2,4,4,4,4,4,0,4,2,3,1,1,2,2,1,2
230,230,2741.38237894435,677.687640079249,5919.51267044516,493.765094584,81.715298634,890.789132188631,2367.36923414318,0.734333217067783,0.21571910242995,3.40411771046675,2.0946937138356,913.207883300507,2453.89260038935,234.236007945659,0.855946982908964,0.143866992210208,0.6982312379452,0.6982312379452,4,4,1,4,4,4,4,4,0,4,2,4,0,0,4,0,2,1
195,195,2559.04190621834,617.719732715849,5618.66280344346,512.748644881,81.6214092399,732.380436631183,2034.12358187343,0.843422078645427,0.213100144814526,3.9578672242551,7.57449095940491,743.488166706443,2143.26839708896,208.573288540094,0.937217333184806,0.0626935501838031,0.445558291729701,2.00501231278365,4,4,0,4,4,4,4,4,0,4,4,4,0,0,4,0,2,4
176,176,2767.40369043237,808.552912320722,6191.82367649326,431.918983958,80.3735749271,1215.84542068386,2859.25913982784,0.644778991729699,0.257548629127538,2.50352329155829,6.00971593369481,1055.0435712552,3018.62141734663,244.597952111674,0.826092252225917,0.173859027295648,0.981178111623642,1.47176716743546,3,3,2,4,4,4,4,4,0,4,4,4,0,0,4,0,3,4
286,286,3131.04066875679,885.755157325785,6664.56979115824,432.199885793,79.1312378603,1338.69309737929,3175.21502459651,0.589996266268402,0.278016321740986,2.12216413257231,8.13974045058515,1198.47570751338,3293.62515265313,284.346079038231,0.794858118199275,0.205221890334969,1.06750694433904,1.20094531238142,2,2,2,4,3,3,3,4,1,3,4,3,2,1,3,1,3,2
