TEA,SLN,hel_bphigh,hel_castthma,hel_checkup,hel_fruitsveggies,hel_le,hel_mhlth,hel_obesity,hel_perpri,hel_perpub,hel_prtopu,hel_pharmacap,hel_phlth,hel_sleep,hel_stroke,hel_perins,hel_perunin,hel_clincap,hel_groccap,hel_bphigh_sd,hel_castthma_sd,hel_checkup_sd,hel_fruitsveggies_sd,hel_le_sd,hel_mhlth_sd,hel_obesity_sd,hel_perpri_sd,hel_perpub_sd,hel_prtopu_sd,hel_pharmacap_sd,hel_phlth_sd,hel_sleep_sd,hel_stroke_sd,hel_perins_sd,hel_perunin_sd,hel_clincap_sd,hel_groccap_sd
174,174,2257.15622693606,736.384238417587,5731.64499472797,452.74387185,81.2197594484,1076.36310157112,2576.49893526014,0.732867496045891,0.183163759118057,4.00115994329166,2.55512137661012,867.569424647085,2753.30276506731,180.108731170395,0.867283586317604,0.132586577276268,0.243344893010487,1.70341425107341,4,4,0,4,4,4,4,4,0,4,2,4,0,0,4,0,1,4
177,177,2742.27386960246,856.011060556974,6317.86628224685,401.717154406,79.2324492142,1354.70202832666,3187.08645841649,0.590511173970748,0.236362661375732,2.4983268107311,3.22830532166389,1167.33457744824,3237.72823914345,244.445381873706,0.798023943265454,0.201707935060931,0.672563608679978,1.47963993909595,4,3,2,3,4,3,3,4,0,4,3,4,1,0,3,1,2,4
184,184,2021.7097165132,696.705687051297,5436.50430667568,455.894003383,80.3713071998,1005.53835052073,2412.75920520547,0.756281216172589,0.170822492736009,4.42729294052251,3.75027082678138,765.634983693541,2647.07999671342,154.414150756062,0.87964563116015,0.120259414702699,0.673125533012043,1.53857264688467,4,4,0,4,4,4,4,4,0,4,3,4,0,0,4,0,2,4
203,203,2499.32220934781,782.352691521608,6021.0536681145,448.610056277,81.9431373704,1163.41295054835,2712.10865731852,0.694135875416897,0.21966175582342,3.16002151951701,4.1936640811033,954.026328635804,2927.15517750337,209.524644045878,0.84779012053888,0.152104834685785,0.946956405410421,1.62335383784644,4,4,1,4,4,4,4,4,0,4,4,4,0,0,4,0,3,4
281,281,2338.62443869732,796.104042342505,6089.42987226581,428.145508106,78.8344012302,1177.50114257013,2796.06410023804,0.702669247168162,0.192525714959377,3.64974230749605,4.73046855485793,921.424184233225,3010.97414714313,187.543598252812,0.85578009411626,0.14407254221969,1.08406571048828,1.77392570807172,4,4,1,4,3,4,4,4,0,4,4,4,0,0,4,0,3,4
145,145,2894.88828527604,863.329043854781,6195.63118682186,448.437190846,80.7658304421,1564.0327519471,3453.48309346028,0.425081210463327,0.252624380235938,1.68266107200866,1.54285960426218,1416.37870006912,3375.67171420369,257.503473158542,0.635681313044965,0.364028038981022,0.34285768983604,1.02857306950812,3,3,2,4,4,2,2,2,0,2,1,2,2,1,0,4,2,2
168,168,2832.81155681906,833.413751501011,6215.49431429899,403.632585093,79.3859186212,1441.75021186418,3359.50322932538,0.499388127169651,0.24212682000949,2.06250644662197,8.50879958451315,1273.98732292351,3362.34705208468,247.998721631344,0.696036562523414,0.303913488674109,2.5025881130921,1.50155286785526,3,3,2,3,4,2,2,2,0,3,4,3,2,0,1,3,4,4
181,181,2321.26119406124,668.331665484764,5387.93657660439,431.169311804,79.5313572503,1004.17417601018,2533.20646486238,0.708176785552228,0.203103729921045,3.48677390527257,9.08343464426729,870.909652542231,2662.17184024447,191.3428564427,0.845085760958345,0.154805336237408,2.36169300750949,1.9983556217388,4,4,0,4,4,4,4,4,0,4,4,4,0,0,4,0,4,4
283,283,2275.16128713263,746.82627085779,5877.61566565365,413.81549274,78.4749899469,1095.64685146467,2659.72937236557,0.724182987557891,0.180054878845512,4.02201257861635,7.41182492749231,876.194161705902,2901.90934958317,184.633725289547,0.851899708183917,0.148027700750592,1.88928870700784,1.16263920431252,4,4,1,3,3,4,4,4,0,4,4,4,0,0,4,0,4,2
188,188,3239.9555174154,938.879747452625,6501.33592106132,353.977104476,76.729672165,1529.95097184905,3573.89224520181,0.480272906387898,0.306661456043509,1.56613391387458,2.6107973435502,1437.01799516249,3486.77914126716,339.030133254037,0.759660006838943,0.240356276358426,1.3053986717751,1.63174833971888,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4
202,202,3412.11615956327,971.599286838661,6545.1445413144,325.847233652,74.4099913796,1600.51902596709,3743.36178126212,0.434278948463175,0.33339733435735,1.30258674473293,4.82558800974295,1517.69922444229,3613.11701349249,378.592388627258,0.744347909566553,0.255572089153426,1.76938227023908,1.28682346926479,2,2,2,1,1,2,2,2,2,2,4,2,2,2,2,2,4,3
131,131,2633.9120364325,858.652048132631,6260.20398525083,379.532824975,76.2016621193,1337.11538820137,3131.81281987135,0.609831065227593,0.227627874237447,2.67907024686904,4.94695887205502,1108.86602719289,3247.29557180169,237.578957594736,0.813010323791647,0.186801970905678,1.53120155563608,1.76677102573394,4,3,2,2,2,3,3,4,0,4,4,4,1,0,4,0,4,4
122,122,3773.24026049964,1009.60405310229,6658.76143320137,337.507254595,73.7472549127,1747.70475184693,4051.79502274352,0.359362458433666,0.364828192485571,0.985018334206391,9.56623888496342,1755.331044424,3778.2605211878,448.582518461358,0.700951725719528,0.298360279784428,4.59179466478244,1.14794866619561,1,1,2,1,0,1,1,1,3,1,4,1,3,3,1,3,4,2
260,260,3247.97236723223,927.280749669172,6514.19695619608,352.877632665,74.0262548116,1513.14924935241,3578.17635158429,0.514673474872346,0.291480784735286,1.7657200811359,6.19000808515313,1424.98127691272,3490.65261532694,344.856100877362,0.770142434829347,0.229535071217415,2.15304629048804,1.07652314524402,2,2,2,2,1,2,2,3,1,2,4,2,2,2,2,2,4,2
105,105,3132.03994759175,934.940340610487,6236.56464709768,339.988367381,77.1243824554,1766.1880371889,3820.81864628251,0.37209774314012,0.354440655950641,1.04981676591846,0.811615529235666,1654.85170536966,3624.63151571263,316.583359729834,0.708921902906316,0.291037506088651,0.405807764617833,1.62323105847133,2,2,2,1,2,1,2,1,2,1,0,1,2,2,1,3,2,4
103,103,3339.28624285614,940.650897223924,6351.02496361318,353.692208916,77.2971477514,1737.33504792134,3848.57913595032,0.3943763518385,0.347801009372747,1.13391376451078,0.479786038417445,1696.69636069411,3651.52988707623,351.955855156322,0.715404950732997,0.284739245373708,0.479786038417445,0.95957207683489,2,2,2,2,2,1,2,1,2,1,0,1,2,2,1,3,2,2
116,116,2892.39994140652,866.868825295546,6162.15045721525,416.019260934,78.7232253244,1597.86428602975,3494.27201641909,0.39763818271281,0.253255699524356,1.5701055631112,1.3153548550849,1448.18756590264,3417.98840750381,260.66756430678,0.61686075118911,0.383024438248319,0.328838713771224,0.986516141313671,3,3,2,3,3,2,2,1,0,2,1,2,2,1,0,4,1,2
278,278,2917.37900702015,864.239293723631,6203.0213181243,429.256748258,79.4362697362,1571.47263054859,3456.43475807613,0.414973882762623,0.253031324998824,1.64000991878991,1.41509962298163,1432.71388375025,3386.16493763779,262.511980844731,0.629260717478942,0.370519678122696,0.314466582884808,0.943399748654423,3,3,2,4,4,2,2,2,0,2,1,2,2,1,0,4,1,2
265,265,3569.20424016225,993.307346332768,6498.7642879774,342.567467162,76.5335041578,1794.14965127474,4022.09124866449,0.362444322106001,0.379810820279265,0.954275925681908,1.49922715404668,1765.49490321948,3759.08129277152,401.132235549337,0.724538311395826,0.275361593513838,1.49922715404668,0.999484769364453,2,2,2,2,2,0,1,1,3,1,1,1,3,2,2,2,4,2
271,271,2838.01610995317,874.526389334501,6064.1428525505,395.604844774,77.8471240008,1665.12140820438,3589.59626916208,0.3585025502839,0.255952266384371,1.40066175364717,2.31647479148101,1488.57516593931,3492.90056102306,256.441405302981,0.589028967375614,0.410913290347416,0.386079131913502,0.965197829783754,3,3,1,3,3,1,2,1,0,2,2,2,2,1,0,4,2,2
272,272,3306.04430544219,926.048502695291,6402.3974659245,354.148927368,77.5452306543,1651.33177563135,3784.69083435722,0.409172552865596,0.340356367563279,1.20218862304529,1.32709215403971,1620.70046188144,3560.09501082771,346.305614256815,0.72389778399762,0.27596998314031,0.110591012836643,1.548274179713,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,4
289,289,3602.61566317786,957.066998938919,6620.84078129703,334.641927611,73.8259402242,1602.91452114636,3880.96363349682,0.410983155723616,0.354142316947405,1.16050281498738,2.5892762741782,1595.91937578103,3667.67752456328,404.494226906339,0.738913716053627,0.260794087315229,0.863092091392735,1.72618418278547,2,2,2,1,0,2,1,2,2,1,2,2,2,2,2,2,3,4
112,112,3467.8237265436,938.633338050439,6567.43723705207,345.915186067,73.5827230285,1562.73342455626,3792.76730018519,0.444912796318496,0.327081480335667,1.36025065027193,2.13585429590904,1519.21780971859,3624.38470467278,376.93081994952,0.747206001778878,0.252445956920221,0.970842861776835,0.970842861776835,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,3,2
130,130,3202.78423577723,911.211004699837,6327.5832926756,352.078015692,78.1772788569,1656.36227604054,3745.08353180484,0.412489351208358,0.325572792897816,1.2669650542262,1.23617879955055,1610.16537399232,3532.84287351849,328.933579303486,0.712258440568533,0.2875622113617,0.224759781736464,1.01141901781409,2,2,2,2,3,2,2,2,2,2,1,2,2,2,1,3,1,2
136,136,3156.71213820978,921.103125375022,6276.18904028896,345.557828959,78.3495231055,1706.23010717612,3770.00650093417,0.397676639083386,0.329805856142584,1.20579010856454,1.32792887044963,1630.75043346039,3565.34962585804,324.229495289472,0.701994483343942,0.297753553999576,0.265585774089925,1.32792887044963,2,2,2,2,3,1,2,1,2,2,1,1,2,2,1,3,1,3
149,149,3244.93992020591,929.643779574638,6355.47594820041,358.703810259,78.4139487844,1682.76834456339,3778.87227463737,0.413965493478343,0.327097768478029,1.26557113307286,1.25489608035427,1627.83252853009,3571.46099085313,337.668770448108,0.711656287980354,0.288243475210184,0.250979216070855,0.752937648212564,2,2,2,2,3,1,2,2,2,2,1,1,2,2,1,3,1,1
152,152,3425.50773396818,947.81260302476,6466.9777093349,339.317540856,76.4462891116,1669.10421604179,3854.89664591212,0.385443150898791,0.362728043177662,1.06262297097885,1.68577952230495,1647.43090883026,3626.96923705512,372.085528109729,0.724129086935189,0.27578170301976,0.224770602973993,1.91055012527894,2,2,2,1,2,1,2,1,2,1,1,1,2,2,2,2,1,4
157,157,3252.71463597464,898.174251116627,6455.40759928465,355.105042141,74.2650593641,1519.08818607258,3644.43770796672,0.47067385746543,0.302517401608599,1.55585713404478,2.43733934701334,1460.44988585984,3507.89843655297,328.798699230233,0.74788661429078,0.2519081120421,1.31241349454565,1.31241349454565,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,4,3
158,158,3193.68224985872,892.853188644826,6332.67537308768,357.162772335,77.2978307771,1614.83622821844,3699.56264621291,0.429690297688496,0.323090785172179,1.32993671564947,2.20068014173273,1578.59609285208,3489.30061365737,321.818306916615,0.725368789492532,0.274550348285143,0.463301082470049,1.8532043298802,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4
