TEA,SLN,comm_bbp,comm_bvp,comm_cctrcap,comm_incarpct,comm_juvcrimecap,comm_libcap,comm_ltbvp,comm_ltrvp,comm_ocb,comm_ocbp,comm_parkcap,comm_rcb,comm_rcbp,comm_rvp,comm_u18bbp,comm_evrate,comm_bbp_sd,comm_bvp_sd,comm_cctrcap_sd,comm_incarpct_sd,comm_juvcrimecap_sd,comm_libcap_sd,comm_ltbvp_sd,comm_ltrvp_sd,comm_ocb_sd,comm_ocbp_sd,comm_parkcap_sd,comm_rcb_sd,comm_rcbp_sd,comm_rvp_sd,comm_u18bbp_sd,comm_evrate_sd
239,239,0.699196048074068,0.084437264964,0.222893701844119,0.00308509510622469,160.374865222139,0.222893701844119,0.0817391898292,0.0207882332367,3168.8130492979,0.222865361121996,0.0793206031197807,5603.40311964849,0.468884088651653,0.0218609738591,0.688918610952622,117.186363744546,2,3,1,3,3,2,3,2,0,4,1,2,2,2,2,3
211,211,0.712201359351033,0.0709622745945,1.08070044590048,0.00567560283682058,262.557413442273,0.180116740983414,0.0700123425185,0.0218115603033,2043.152882515,0.229930535631698,0.102883622924066,4129.6072230852,0.446411656249672,0.0223260231359,0.687601795068911,127.252477504782,2,4,4,2,2,1,4,2,2,4,2,2,2,2,2,3
229,229,0.758093661477118,0.0957443295963,0.45350317218637,0.00376828944477205,178.324136830746,0.226751586093185,0.0875527397568,0.0242149032992,3263.171221385,0.224727996390883,0.0937170938469142,5613.008211512,0.460224508302609,0.0259893239664,0.776939836329931,86.7324816806433,3,3,2,3,3,2,3,2,0,4,1,2,2,2,3,4
171,171,0.91114201488806,0.0625246685842,0.545387650228261,0.00450940930043144,126.579159879177,0.18179588340942,0.0571358454415,0.00943122536813,3203.565945357,0.232345548848619,0.237983437088854,4396.993847915,0.371752706596741,0.0141555138715,0.928073593247464,81.4445557674203,4,4,2,3,4,1,4,3,0,4,3,2,4,3,4,4
125,125,0.75020880267943,0.213366847645,0.298196128284774,0.00522812108748807,183.003353844499,0.149098064142387,0.184685611105,0.0217462016991,2952.716583402,0.219134572589522,0.0499508889073493,5193.75773821018,0.487629646602222,0.0278383917208,0.750414920950026,190.994620166397,3,0,1,2,3,1,0,2,1,4,1,2,2,2,3,2
147,147,0.768291808257422,0.220920556615,0.280848412160317,0.00522494799710296,141.528874784754,0.140424206080158,0.200061510063,0.0206129965681,2895.3720234841,0.217077355244168,0.0206842774845676,5480.29975667622,0.509887374946509,0.0257942908,0.780426539546866,156.362353470256,3,0,1,2,3,1,0,2,1,4,0,2,1,2,3,2
153,153,0.85655304327951,0.136438378201,0.228311432762179,0.0032752817873964,227.627912608572,0.228311432762179,0.118224724815,0.0133114360077,2711.548302967,0.208055199773533,0.428382543520483,2829.03732117,0.472883936138718,0.0202471641767,0.880700940092862,64.7262911880778,4,1,1,3,2,2,1,3,1,4,4,3,2,2,4,4
159,159,0.841802669119955,0.122276798664,0.415848494176808,0.00326183132791246,175.50780131474,0.138616164725603,0.109201045513,0.00751714474172,2554.715781193,0.221674796285144,0.291638178033033,9471.329480697,0.431462293284527,0.0113410456167,0.843547318902697,148.319296256395,4,2,2,3,3,1,2,4,2,4,4,0,3,3,4,2
166,166,0.741235598501872,0.248439772125,0.405741471357944,0.00556535095494896,184.489168577138,0.270494314238629,0.219535499776,0.0261929477908,3046.427163438,0.229277988576294,0.0122425120914195,6022.05022867847,0.489510612976542,0.0330714282656,0.740325520809045,154.452253430257,2,0,2,2,3,2,0,2,1,4,0,1,2,2,2,2
198,198,0.763004473101319,0.187162083469,0,0.00414583725312269,232.847716935204,0.17151395630906,0.166042151075,0.0177300458939,2747.459135152,0.216169344480303,0.17048992445716,4792.7787261234,0.49499289360346,0.0241401743312,0.755929382104073,148.016544294719,3,0,0,3,2,1,0,2,1,4,2,2,1,2,3,2
199,199,0.769118223989135,0.203057583133,0.179648328026395,0.00507698609983143,238.638728587091,0.35929665605279,0.172379558302,0.0185868792582,3047.499049716,0.22248486043595,0.16372828957115,3773.3036669701,0.463188188187871,0.0269920601879,0.745854820674482,129.616268671044,3,0,1,2,2,4,0,2,1,4,2,2,2,2,3,3
250,250,0.455784475412014,0.104784481374,1.31676348544783,0.0147601029671966,573.545042964876,0.219460580907972,0.0985422785926,0.0568966562536,2176.53849026703,0.283580092819056,0.196137422125212,4892.8995291994,0.542281498727955,0.064009320403,0.500619832349168,262.255394185027,0,2,4,0,0,2,2,0,2,0,2,2,0,0,0,0
172,172,0.731137124224133,0.0957330693842,0.251462191559351,0.00432010598963739,192.029084651422,0.125731095779675,0.0897353279544,0.0187193069535,2923.9712979336,0.23343953096638,0.0898997191781811,5520.806408066,0.505852906941415,0.0199528047187,0.74556715835295,157.352466368264,2,3,1,3,3,0,2,2,1,4,1,2,1,2,3,2
183,183,0.575941879050944,0.079673785811,0.642728213664053,0.00981298965803986,299.816850726864,0,0.0754796946636,0.021611670987,2361.51662865923,0.284967573570756,0.107662862834235,4784.9410374644,0.563720434720547,0.0256304346936,0.627589320668506,176.750258757615,0,4,2,1,2,0,4,2,2,0,2,2,0,2,1,2
210,210,0.632466730567938,0.0881315308714,0.193358044243567,0.00475979441613295,190.92118250125,0.193358044243567,0.0776749055218,0.0148961098359,1914.0603235067,0.2569799811169,0.0736729143367281,3175.164712274,0.448121573153641,0.0164688550203,0.615804284185803,145.695286337528,1,3,1,3,3,2,3,3,3,2,1,3,2,3,1,2
213,213,0.579314355032933,0.0874552997742,0.866354104702847,0.00884254280402855,263.218539887903,0.216588526175712,0.0860403872286,0.0130313133449,2357.08510269863,0.28153447312115,0.0583436944915665,4480.8919462314,0.559315332067548,0.0145435391654,0.581034354502049,213.772875335428,0,3,3,2,2,2,3,3,2,1,1,2,0,3,0,1
215,215,0.519485338421025,0.0721411181938,0.791783948531792,0.010260072146918,401.684061411816,0,0.0680434874948,0.0276205633549,2120.17760676918,0.288262279183276,0.164090247521848,3684.6029834019,0.578682237542385,0.0324463785383,0.54932419727788,202.960618806983,0,4,2,1,0,0,4,2,2,0,2,3,0,2,0,2
277,277,0.655356922373881,0.11477888032,0,0.00525519136229023,212.656458581928,0,0.104504662714,0.0176769615408,1704.9133582558,0.266072327906831,0.0748253666558937,3924.6647259672,0.504400063627353,0.0189457222955,0.65805696619327,238.740644708237,1,2,0,2,2,0,2,2,3,2,1,2,1,3,2,1
219,219,0.624963773516332,0.10449417445,0.784899035098273,0.00834959973968153,280.477775388724,0.196224758774568,0.103447572517,0.0107366108995,2247.75420801164,0.270962820690001,0.0976081825298319,5432.5828063437,0.558603818957478,0.0116217239105,0.640986173740924,221.733977415262,1,2,2,2,2,2,2,3,2,1,1,2,0,3,1,1
225,225,0.706286605341972,0.10672374279,0.347001912188956,0.00617310922582832,229.326788525436,0.173500956094478,0.105449738795,0.0172734240282,2081.6120291277,0.239484446963698,0.138733540081664,5356.9136909943,0.52637766370452,0.0180697634883,0.729209324410209,260.858687488048,2,2,1,2,2,1,2,2,2,3,2,2,0,3,2,0
274,274,0.608290550868206,0.0758237948934,0.430421160046758,0.00570051770884201,169.91511797437,0.215210580023379,0.0681965524168,0.0157673049796,1734.9147236644,0.2689395700286,0.115861271393454,2880.3399052532,0.450244654815435,0.0171244795762,0.590865790839395,92.217733540018,1,4,2,2,3,2,4,3,3,2,2,3,2,3,0,4
236,236,0.592326114719612,0.0804769518449,0.412376087451572,0.0113695540053378,190.043659160282,0.412376087451572,0.0729458018859,0.0213254854503,889.82692349597,0.286787842783064,0.173641160725559,1729.2893750678,0.445626003981343,0.0237659739658,0.571324905827112,99.5888251195545,0,3,2,1,3,4,4,2,4,0,2,4,3,2,0,4
164,164,0.639185279886142,0.0709285978534,0.286169522071116,0.00384019482744333,169.76420914498,0.286169522071116,0.0704663480398,0.0184631898015,2325.9606677048,0.22793185675068,0.084328910477249,4399.667747418,0.455664332276352,0.0196581500964,0.59639432794342,97.7984341678037,1,4,1,3,3,2,4,2,2,4,1,2,2,2,0,4
287,287,0.613658632704308,0.0661961372915,0.310804453479786,0.004193808606815,168.143906998077,0.310804453479786,0.0654547844641,0.0161763158802,2267.1275878912,0.246957910433668,0.0946062207064238,3986.291830409,0.450507907994489,0.0173626097672,0.581873340540631,83.0624901924729,1,4,1,3,3,3,4,2,2,2,1,2,2,3,0,4
114,114,0.509381537481026,0.136555746669,0.889725299705386,0.0142971786631072,491.991686671907,0.177945059941077,0.129380765205,0.0822687407701,2640.56197489218,0.285745071332285,0.0920206405378226,5240.5967294318,0.54711040765659,0.0900250231713,0.572755933812459,210.509005910294,0,1,3,0,0,1,0,0,2,0,1,2,0,0,0,1
